NU_CONTRATO;CO_PRODUTO;CO_UNIDADE;VR_EXPOSICAO;VR_PROVISAO;QT_DIAS_ATRASO
00000000000000000007;4737;91;0,01;0;0
00000000000000000008;4737;16;24082680,71;265150,31;0
00000000000000000001;4740;668;15948,25;15948,25;0
00000000000000000001;4745;9911;2606355,9;13031,78;0
00000000000000000002;4745;9911;561,73;2,81;0
00000000000000000003;4745;9911;7860004,38;39300,02;0
00000000000000000004;4745;9911;536358,86;536358,86;1402
00000000000000000005;4745;9911;69046429,99;517848,22;0
00000000000000000006;4745;9911;16344264,16;16344264,16;1402
00000000000000000007;4745;9911;54973853,9;412303,9;0
00000000000000000008;4745;9911;15318313,35;114887,35;0
00000000000000000009;4745;9911;12030459,2;12030459,2;1402
00000000000000000010;4745;9911;2797418,88;20980,64;0
00000000000000000011;4745;9911;21711748,07;21711748,07;1402
00000000000000000012;4745;9911;122292148,32;917191,11;0
00000000000000000013;4745;9911;15392648,62;15392648,62;1402
00000000000000000014;4745;9911;28948120,68;217110,91;0
00000000000000000001;4750;1222;360;360;3233
00000000000000000002;4750;1854;480;480;3418
00000000000000000003;4750;167;240;240;2676
00000000000000000004;4750;167;120;120;2356
00000000000000000005;4750;1213;240;240;3222
00000000000000000006;4750;564;480;480;3505
00000000000000000007;4750;1982;480;480;3662
00000000000000000008;4750;596;120;120;2492
00000000000000000009;4750;1739;131;131;2440
00000000000000000010;4750;596;120;120;2492
00000000000000000011;4750;390;240;240;2659
00000000000000000012;4750;1222;360;360;3233
00000000000000000013;4750;728;480;480;3522
00000000000000000014;4750;1252;480;480;3473
00000000000000000015;4750;520;480;480;3475
00000000000000000016;4750;1222;360;360;3233
00000000000000000017;4750;1739;524;524;3543
00000000000000000018;4750;1151;360;360;3046
00000000000000000019;4750;491;480;480;3424
00000000000000000020;4750;106;150;150;2349
00000000000000000021;4750;1771;120;120;2317
00000000000000000022;4750;488;480;480;3452
00000000000000000023;4750;601;480;480;3412
00000000000000000024;4750;616;480;480;3498
00000000000000000025;4750;1213;120;120;2492
00000000000000000026;4750;764;480;480;3509
00000000000000000027;4750;1739;524;524;3536
00000000000000000028;4750;29;150;150;2412
00000000000000000029;4750;466;240;240;2728
00000000000000000030;4750;131;480;480;3431
00000000000000000031;4750;1739;524;524;3536
00000000000000000032;4750;487;360;360;3065
00000000000000000033;4750;1213;120;120;2492
00000000000000000034;4750;1820;119,98;119,98;2395
00000000000000000035;4750;1739;524;524;3536
00000000000000000036;4750;131;120;120;2357
00000000000000000037;4750;596;120;120;2492
00000000000000000038;4750;1739;524;524;3615
00000000000000000039;4750;515;360;360;3045
00000000000000000040;4750;3138;450;450;3047
00000000000000000041;4750;1946;120;120;2311
00000000000000000042;4750;167;150;150;2310
00000000000000000043;4750;167;450;450;3059
00000000000000000044;4750;1222;360;360;3230
00000000000000000045;4750;515;480;480;3411
00000000000000000046;4750;1884;120;120;2437
00000000000000000047;4750;1256;360;360;3059
00000000000000000048;4750;596;120;120;2492
00000000000000000049;4750;520;120;120;2601
00000000000000000050;4750;903;120;120;2462
00000000000000000001;4752;4111;4447,52;22,24;0
00000000000000000002;4752;1611;8334,77;0;0
00000000000000000003;4752;2054;4446,85;444,69;22
00000000000000000004;4752;699;1526,54;152,65;65
00000000000000000005;4752;3120;5999;30;0
00000000000000000006;4752;616;675,03;20,25;0
00000000000000000007;4752;1611;7146,53;0;0
00000000000000000008;4752;1144;1952,25;9,76;0
00000000000000000009;4752;1092;3877,31;0;18
00000000000000000010;4752;349;849,25;0;0
00000000000000000011;4752;973;6039,01;30,2;0
00000000000000000012;4752;494;5302,24;1590,67;228
00000000000000000013;4752;630;5965,7;29,83;0
00000000000000000014;4752;494;10800,17;7560,12;349
00000000000000000015;4752;14;2449,9;2449,9;1321
00000000000000000016;4752;699;398,4;398,4;1548
00000000000000000017;4752;3189;8453,16;253,59;0
00000000000000000018;4752;3200;9860,16;0;0
00000000000000000019;4752;1611;7146,53;0;0
00000000000000000020;4752;1580;6587,74;6587,74;1506
00000000000000000021;4752;699;2212,01;2212,01;857
00000000000000000022;4752;3189;11850,73;355,52;0
00000000000000000023;4752;659;8146,13;0;0
00000000000000000024;4752;1092;3117,46;0;0
00000000000000000025;4752;699;2317,14;2317,14;980
00000000000000000026;4752;4111;4408,63;22,04;0
00000000000000000027;4752;973;13345,05;0;0
00000000000000000028;4752;2054;2913,68;2913,68;1452
00000000000000000029;4752;699;3855,58;3855,58;2775
00000000000000000030;4752;1092;5206,64;5206,64;476
00000000000000000031;4752;1437;5208,98;3646,29;349
00000000000000000032;4752;659;9516,8;0;0
00000000000000000033;4752;886;1592,59;1592,59;1240
00000000000000000034;4752;1611;6400,79;0;0
00000000000000000035;4752;1580;4428,81;4428,81;1750
00000000000000000036;4752;3120;6855,97;34,28;0
00000000000000000037;4752;629;1527,83;15,28;0
00000000000000000038;4752;247;4086,53;0;0
00000000000000000039;4752;3120;6119,32;30,6;0
00000000000000000040;4752;791;1313,08;6,57;4
00000000000000000041;4752;659;14720,79;0;0
00000000000000000042;4752;4111;3976,63;19,88;0
00000000000000000043;4752;1626;7009,19;35,05;0
00000000000000000044;4752;695;594,91;2,97;0
00000000000000000045;4752;1611;10829,48;0;0
00000000000000000046;4752;4111;4408,63;22,04;0
00000000000000000047;4752;1092;3862,84;0;0
00000000000000000048;4752;1626;2638,13;2638,13;1814
00000000000000000049;4752;3189;6119,41;183,58;0
00000000000000000050;4752;3120;6119,32;30,6;0
00000000000000000001;4774;726;6606,44;1,98;0
00000000000000000002;4774;1070;25407,4;25407,4;2179
00000000000000000003;4774;601;3967,47;1,19;0
00000000000000000004;4774;390;3604,04;360,4;63
00000000000000000005;4774;390;5276,69;1,58;2
00000000000000000006;4774;470;3255,58;0,98;1
00000000000000000007;4774;390;4096,91;1,23;0
00000000000000000008;4774;932;15013,1;7,51;0
00000000000000000009;4774;2152;14214,03;7,11;0
00000000000000000010;4774;601;3840,48;1,15;0
00000000000000000011;4774;601;15522,95;7,76;15
00000000000000000012;4774;627;2224,24;0,67;0
00000000000000000013;4774;515;4223,05;1,27;0
00000000000000000014;4774;1884;4059,37;2841,56;176
00000000000000000015;4774;488;3542,61;1,06;0
00000000000000000016;4774;2894;6745,84;6745,84;481
00000000000000000017;4774;601;3993,63;1198,09;91
00000000000000000018;4774;1895;2544,02;0,76;0
00000000000000000019;4774;702;2462,55;3,69;0
00000000000000000020;4774;1946;3171,96;1,59;0
00000000000000000021;4774;1256;2258,51;0,68;0
00000000000000000022;4774;1080;3388,42;1,02;0
00000000000000000023;4774;3869;10946,26;21,89;0
00000000000000000024;4774;2891;28069,53;28069,53;3124
00000000000000000025;4774;1854;4233,26;1,27;0
00000000000000000026;4774;702;3451,91;1,73;0
00000000000000000027;4774;3869;10946,26;3,28;0
00000000000000000028;4774;1895;14565,99;14565,99;1471
00000000000000000029;4774;390;6566,62;6566,62;794
00000000000000000030;4774;564;7498,55;7498,55;1851
00000000000000000031;4774;1256;15371,1;15371,1;2893
00000000000000000032;4774;601;5421,33;1,63;0
00000000000000000033;4774;931;16393,59;8,2;0
00000000000000000034;4774;1256;6330,01;1,9;0
00000000000000000035;4774;3869;7861,64;2,36;0
00000000000000000036;4774;702;7435,57;7435,57;845
00000000000000000037;4774;1080;4274,42;1,28;0
00000000000000000038;4774;1896;3081,35;0,92;0
00000000000000000039;4774;1256;6520,96;1,96;0
00000000000000000040;4774;500;1399,54;0,42;0
00000000000000000041;4774;470;4329,61;1,3;1
00000000000000000042;4774;520;4273,54;4,27;0
00000000000000000043;4774;1077;5577,77;5577,77;285
00000000000000000044;4774;601;5260,9;1,58;0
00000000000000000045;4774;470;2711,51;0,81;0
00000000000000000046;4774;931;4860,11;1,46;0
00000000000000000047;4774;2152;4208,1;1262,43;91
00000000000000000048;4774;1077;2137,36;0,64;0
00000000000000000049;4774;601;10056,55;10056,55;452
00000000000000000050;4774;1080;4235,53;1,27;0
00000000000000000001;4779;470;5255,65;5,26;0
00000000000000000002;4779;1485;46145,2;46145,2;3199
00000000000000000003;4779;1895;6798,86;10,2;3
00000000000000000004;4779;3592;4239,5;1,27;0
00000000000000000005;4779;2894;11629,7;3,49;0
00000000000000000006;4779;470;5259,59;1,58;0
00000000000000000007;4779;2894;38745,02;38745,02;3046
00000000000000000008;4779;1895;7180,56;7,18;3
00000000000000000009;4779;1895;5205,06;1,56;0
00000000000000000010;4779;1080;52747,44;52747,44;781
00000000000000000011;4779;470;5259,59;1,58;0
00000000000000000012;4779;1485;10451,82;10,45;0
00000000000000000013;4779;475;5228,38;1,57;0
00000000000000000001;4780;1881;7759,83;232,79;34
00000000000000000002;4780;1256;17114,57;8,56;0
00000000000000000003;4780;1080;36413,82;18,21;0
00000000000000000004;4780;1485;9227,58;276,83;38
00000000000000000005;4780;3869;34912,14;10,47;0
00000000000000000006;4780;1881;6027,7;1,81;0
00000000000000000007;4780;1895;17911,08;17911,08;883
00000000000000000008;4780;3869;29733,52;14,87;0
00000000000000000009;4780;3869;31474,28;15,74;0
00000000000000000010;4780;1256;17114,57;8,56;0
00000000000000000011;4780;1854;7917,19;2,38;0
00000000000000000012;4780;3869;30896,69;15,45;0
00000000000000000013;4780;1881;6430,45;1,93;0
00000000000000000014;4780;1256;17114,57;8,56;0
00000000000000000015;4780;3869;33632,42;16,82;0
00000000000000000016;4780;4624;26643,17;13,32;0
00000000000000000017;4780;3869;33632,42;16,82;0
00000000000000000018;4780;1485;11085,33;73,72;0
00000000000000000019;4780;2894;11638,01;11,64;0
00000000000000000020;4780;2894;6026,73;3,01;0
00000000000000000021;4780;1485;12668,88;3,8;0
00000000000000000022;4780;2894;51701,94;51701,94;2246
00000000000000000023;4780;3592;5092,18;1,53;0
00000000000000000024;4780;3869;35187,39;17,59;19
00000000000000000025;4780;1080;36413,82;127,45;0
00000000000000000026;4780;3869;34859,3;104,58;19
00000000000000000027;4780;1895;5261,23;1,58;0
00000000000000000028;4780;2894;11638,01;3,49;0
00000000000000000029;4780;2894;6429,41;1,93;0
00000000000000000030;4780;1080;28041,71;14,02;0
00000000000000000031;4780;4624;33924,47;16,96;0
00000000000000000032;4780;4624;33924,47;50,89;0
00000000000000000033;4780;1485;29698,18;29698,18;2778
00000000000000000034;4780;3869;38211,96;38,21;13
00000000000000000035;4780;3869;33632,42;33,63;0
00000000000000000036;4780;3869;42649,97;12794,99;197
00000000000000000037;4780;1256;17114,57;8,56;0
00000000000000000038;4780;4624;33924,47;16,96;0
00000000000000000001;4783;2444;2579461823,85;0;0
00000000000000000001;4785;534;562827,48;2814,14;0
00000000000000000002;4785;2794;0,02;0;0
00000000000000000003;4785;1294;731448,57;0;0
00000000000000000004;4785;1051;5006630,53;50066,31;0
00000000000000000005;4785;490;0,07;0;0
00000000000000000006;4785;31;18714783,61;5614,44;0
00000000000000000007;4785;2;0,07;0;0
00000000000000000008;4785;36;125150688,73;0;0
00000000000000000009;4785;893;14757178,16;73785,89;0
00000000000000000010;4785;248;0,02;0;0
00000000000000000011;4785;2700;0,06;0;0
00000000000000000012;4785;1294;8113052,06;0;0
00000000000000000013;4785;2822;10851895,23;3255,57;0
00000000000000000014;4785;296;84723227,37;423616,14;0
00000000000000000015;4785;50;61767018,89;308835,09;0
00000000000000000016;4785;1294;2708762,93;0;0
00000000000000000017;4785;2980;54175325,26;270876,63;0
00000000000000000018;4785;1294;902436,74;0;0
00000000000000000019;4785;2794;0,03;0;0
00000000000000000020;4785;893;0,09;0;0
00000000000000000021;4785;1294;0;0;0
00000000000000000022;4785;411;1183191,77;5915,96;0
00000000000000000023;4785;1294;802299,51;0;0
00000000000000000024;4785;1294;4545675,69;0;0
00000000000000000025;4785;113;7,48;0,04;0
00000000000000000026;4785;1294;0;0;0
00000000000000000027;4785;341;2570469,62;12852,35;0
00000000000000000028;4785;4065;0,06;0;0
00000000000000000029;4785;1294;945592,6;0;0
00000000000000000030;4785;892;0,02;0;0
00000000000000000031;4785;167;3317772,5;16588,86;0
00000000000000000032;4785;93;106935653,56;534678,27;0
00000000000000000033;4785;3320;2754136,77;13770,68;0
00000000000000000034;4785;1294;493109,84;0;0
00000000000000000035;4785;3351;103453921,17;517269,61;0
00000000000000000036;4785;2980;802,75;4,01;0
00000000000000000037;4785;919;60653585,88;0;0
00000000000000000038;4785;2822;667571,18;200,27;0
00000000000000000039;4785;1294;6503125,99;0;0
00000000000000000040;4785;852;1369331,36;6846,66;0
00000000000000000041;4785;64;23345176,51;116725,88;0
00000000000000000042;4785;1294;0;0;0
00000000000000000043;4785;1294;2046665,08;0;0
00000000000000000044;4785;59;0,09;0;0
00000000000000000045;4785;1294;394851,38;0;0
00000000000000000046;4785;2980;26432470,42;132162,35;0
00000000000000000047;4785;93;50800274,16;254001,37;0
00000000000000000048;4785;1294;11172685,64;0;0
00000000000000000049;4785;2525;0,05;0;0
00000000000000000050;4785;344;17992239,88;89961,2;0
00000000000000000001;4793;1817;29346,2;29346,2;11416
00000000000000000002;4793;1817;33442,72;33442,72;11477
00000000000000000003;4793;1817;43593,4;43593,4;8493
00000000000000000004;4793;1817;44376,9;44376,9;6790
00000000000000000005;4793;1817;24447,62;24447,62;6486
00000000000000000006;4793;1817;30,93;30,93;9855
00000000000000000007;4793;1817;21075,32;21075,32;11446
00000000000000000008;4793;235;26387;26387;11446
00000000000000000009;4793;1817;28501,65;28501,65;7886
00000000000000000010;4793;1817;22650,84;22650,84;11434
00000000000000000011;4793;1817;5055,52;5055,52;3960
00000000000000000012;4793;1817;34241,06;34241,06;11446
00000000000000000013;4793;1817;461,77;461,77;3045
00000000000000000014;4793;235;81647,16;81647,16;11420
00000000000000000015;4793;1817;33061,49;33061,49;6912
00000000000000000016;4793;1817;736,32;736,32;3868
00000000000000000017;4793;1817;21761,3;21761,3;7840
00000000000000000001;4794;235;699815,52;699815,52;4699
00000000000000000002;4794;235;3179,54;3179,54;11468
00000000000000000003;4794;995;76876,03;76876,03;11433
00000000000000000004;4794;995;9758,52;9758,52;11417
00000000000000000005;4794;235;1616954,93;1616954,93;8403
00000000000000000006;4794;235;191024,55;191024,55;6457
00000000000000000007;4794;1817;37639,39;37639,39;7093
00000000000000000008;4794;235;589461,62;589461,62;4751
00000000000000000009;4794;235;33819,91;33819,91;11422
00000000000000000010;4794;1817;10448,44;10448,44;11416
00000000000000000011;4794;235;1936612,73;1936612,73;4751
00000000000000000012;4794;235;22769,22;22769,22;11478
00000000000000000013;4794;235;2808,99;2808,99;11426
00000000000000000014;4794;235;4,4;4,4;10046
00000000000000000015;4794;235;15878,36;15878,36;11447
00000000000000000016;4794;235;462468,07;462468,07;4751
00000000000000000017;4794;235;164910,95;164910,95;7390
00000000000000000018;4794;235;1078079,52;1078079,52;4570
00000000000000000019;4794;1817;11804,81;11804,81;11446
00000000000000000020;4794;235;29382,79;29382,79;4461
00000000000000000021;4794;235;25725,66;25725,66;11418
00000000000000000022;4794;995;410671,44;410671,44;3868
00000000000000000023;4794;235;943578,02;943578,02;4751
00000000000000000001;4815;2979;1276668,89;1276668,89;2196
00000000000000000002;4815;360;2897408,27;14487,04;0
00000000000000000003;4815;2513;21361758,15;213617,58;1
00000000000000000001;4816;281;1269974,75;1269974,75;681
00000000000000000002;4816;175;3374363,4;3374363,4;1063
00000000000000000003;4816;4160;20734670,27;207346,7;0
00000000000000000004;4816;759;16020613,53;176386,95;0
00000000000000000005;4816;2405;1145313,82;34359,41;0
00000000000000000006;4816;1650;12085936,3;12085936,3;949
00000000000000000007;4816;4380;6201894,58;62018,95;0
00000000000000000008;4816;3314;1122334,48;1122334,48;254
00000000000000000009;4816;4408;9884666,74;9884666,74;492
00000000000000000010;4816;416;7006080,48;70060,8;0
00000000000000000011;4816;4043;5761550,77;5761550,77;1303
00000000000000000012;4816;3008;7742381,53;7742381,53;440
00000000000000000013;4816;2933;0;0;0
00000000000000000014;4816;91;4975293,28;4975293,28;2534
00000000000000000015;4816;2512;3059293,49;30592,93;0
00000000000000000016;4816;3852;18433268,7;18433268,7;521
00000000000000000017;4816;2405;5921051,72;177631,55;0
00000000000000000018;4816;281;29888418,63;29888418,63;22
00000000000000000019;4816;2513;9232386,46;92323,86;0
00000000000000000020;4816;2;7701097,49;7701097,49;732
00000000000000000021;4816;2004;431997,67;431997,67;1085
00000000000000000022;4816;4992;492229,15;492229,15;525
00000000000000000023;4816;20;17206574,51;17206574,51;0
00000000000000000024;4816;3494;6654684,82;6654684,82;1592
00000000000000000025;4816;2513;4570505,82;0;0
00000000000000000026;4816;568;14764904,24;442947,13;0
00000000000000000027;4816;31;26489104,68;26489104,68;1109
00000000000000000028;4816;2866;3165369,64;31653,7;0
00000000000000000029;4816;2866;9129563,29;91295,63;0
00000000000000000030;4816;4113;11710335,67;117103,36;1
00000000000000000031;4816;50;19382584,26;19382584,26;216
00000000000000000032;4816;2869;6124591,15;6124591,15;2360
00000000000000000033;4816;3068;23786724,36;713601,73;1
00000000000000000034;4816;425;2340329,92;2340329,92;340
00000000000000000035;4816;3248;4586393,18;4586393,18;1576
00000000000000000036;4816;3808;0;0;0
00000000000000000037;4816;369;7927776,5;7927776,5;992
00000000000000000038;4816;2525;9495806,57;9495806,57;1182
00000000000000000039;4816;3101;1287388,84;1287388,84;642
00000000000000000040;4816;1650;9661420,6;9661420,6;1131
00000000000000000041;4816;1766;1415166,49;1415166,49;2
00000000000000000042;4816;369;9520044,16;9520044,16;1128
00000000000000000043;4816;3307;44558578,25;44558578,25;12
00000000000000000044;4816;2175;1613693,88;1613693,88;789
00000000000000000045;4816;2348;2048583,36;2048583,36;1959
00000000000000000046;4816;3203;11587783,87;169413,4;0
00000000000000000047;4816;61;18667498,1;560024,94;0
00000000000000000048;4816;820;7778986,45;77789,86;0
00000000000000000049;4816;2079;6597521,46;6597521,46;1856
00000000000000000050;4816;416;7992609,69;79926,1;0
00000000000000000001;4817;2525;12813341,6;12813341,6;1557
00000000000000000002;4817;1784;9909892,64;9909892,64;1726
00000000000000000003;4817;904;5473633,05;5473633,05;796
00000000000000000001;4818;3203;4858003,73;4858003,73;536
00000000000000000002;4818;3024;32603480,22;32603480,22;765
00000000000000000003;4818;1813;28530390,5;28530390,5;712
00000000000000000004;4818;2525;7536517,47;7536517,47;1748
00000000000000000005;4818;2047;17820676,09;17820676,09;952
00000000000000000006;4818;1650;13079736,3;13079736,3;1270
00000000000000000007;4818;3024;75438401,19;75438401,19;743
00000000000000000008;4818;2234;8361264,93;8361264,93;1535
00000000000000000009;4818;27;7045841,97;103010,21;0
00000000000000000010;4818;2234;15601030,78;15601030,78;1534
00000000000000000011;4818;1969;28696899,45;28696899,45;742
00000000000000000001;4821;1348;92774,98;1878,69;0
00000000000000000002;4821;1348;93852,09;1900,5;0
00000000000000000003;4821;1610;82848,33;1677,68;0
00000000000000000004;4821;1348;92774,98;1878,69;0
00000000000000000001;4822;3203;55037,15;16,51;0
00000000000000000002;4822;2234;174891,66;174891,66;890
00000000000000000003;4822;2234;86946,91;26,08;0
00000000000000000004;4822;61;123724,13;61,86;0
00000000000000000005;4822;161;93811,51;140,72;0
00000000000000000006;4822;61;184386,74;6051,57;0
00000000000000000007;4822;1610;58256,13;17,48;0
00000000000000000008;4822;3273;203370,92;6532,27;0
00000000000000000009;4822;1348;351158,7;3511,59;42
00000000000000000010;4822;27;134020,24;134,02;0
00000000000000000011;4822;27;80946,56;121,42;0
00000000000000000012;4822;1348;151769,7;45,53;0
00000000000000000013;4822;2525;88391,19;8839,12;106
00000000000000000014;4822;1348;290200,29;87,06;0
00000000000000000015;4822;2903;157281,18;47,18;0
00000000000000000016;4822;2234;95270,73;47,64;0
00000000000000000017;4822;1348;52639,1;15,79;0
00000000000000000018;4822;27;222063,7;12775,32;0
00000000000000000019;4822;61;175276,54;262,91;0
00000000000000000020;4822;1348;79961,87;23,99;0
00000000000000000021;4822;1610;0;0;0
00000000000000000022;4822;3203;59871,1;59,87;0
00000000000000000023;4822;1643;104265,96;417,06;0
00000000000000000024;4822;2432;178828,96;53,65;0
00000000000000000025;4822;1348;79961,88;23,99;0
00000000000000000026;4822;61;138796,05;41,64;0
00000000000000000027;4822;1643;104595,62;418,38;0
00000000000000000028;4822;2432;53412,66;53412,66;603
00000000000000000029;4822;3024;230211,56;920,85;6
00000000000000000030;4822;2525;231824,33;231824,33;1322
00000000000000000031;4822;27;240194,35;360,29;0
00000000000000000032;4822;1610;206049,99;8944,63;0
00000000000000000033;4822;27;245884,24;245,88;0
00000000000000000034;4822;3183;107155,13;160,73;0
00000000000000000035;4822;1348;292021,09;292021,09;430
00000000000000000036;4822;173;155041,61;4651,25;0
00000000000000000037;4822;2432;159353,66;47,81;0
00000000000000000038;4822;3203;119128,09;119,13;0
00000000000000000039;4822;1348;228152,39;68,45;0
00000000000000000040;4822;1610;99490,31;1634,63;13
00000000000000000041;4822;2432;171601,39;51,48;0
00000000000000000042;4822;3023;1092,53;0,33;0
00000000000000000043;4822;2234;65403,36;19,62;0
00000000000000000044;4822;27;212860,78;425,72;0
00000000000000000045;4822;3203;93226,76;46,61;0
00000000000000000046;4822;1348;598194,62;598194,62;759
00000000000000000047;4822;1348;0;0;0
00000000000000000048;4822;27;182789,63;1635,97;0
00000000000000000049;4822;369;94214,76;28,26;0
00000000000000000050;4822;161;24014,62;7,2;0
00000000000000000001;4823;36;216742,76;216,74;0
00000000000000000002;4823;32;513429,7;256,71;0
00000000000000000003;4823;36;339365,58;1662,89;29
00000000000000000004;4823;3962;51329,65;15,4;0
00000000000000000005;4823;268;829373,37;414,69;0
00000000000000000006;4823;36;551911,91;551,91;0
00000000000000000007;4823;20;755980,52;226,79;0
00000000000000000008;4823;4063;497691,46;49769,15;57
00000000000000000009;4823;1057;511491,31;153,45;0
00000000000000000010;4823;36;588827,54;25561;0
00000000000000000011;4823;855;608873,77;182,66;0
00000000000000000012;4823;4063;49066,52;14,72;0
00000000000000000013;4823;268;198452,82;59,54;0
00000000000000000014;4823;36;219098,23;65,73;0
00000000000000000015;4823;904;233096,63;69,93;0
00000000000000000016;4823;36;701182,42;210,35;0
00000000000000000017;4823;68;65201,51;19,56;0
00000000000000000018;4823;68;368075,95;110,42;0
00000000000000000019;4823;904;536278,69;160,88;0
00000000000000000020;4823;371;988773,39;296,63;0
00000000000000000021;4823;68;456117,16;228,06;0
00000000000000000022;4823;578;291967,74;291,97;0
00000000000000000023;4823;36;502245,22;150,67;0
00000000000000000024;4823;855;203147,02;60,94;0
00000000000000000025;4823;235;543632,75;163,09;0
00000000000000000026;4823;36;288610,37;2886,1;0
00000000000000000027;4823;46;0;0;0
00000000000000000028;4823;32;286258,76;715,65;0
00000000000000000029;4823;3270;1047942,05;5763,68;22
00000000000000000030;4823;904;256368,15;76,91;0
00000000000000000031;4823;3570;211052,49;316,58;0
00000000000000000032;4823;2708;746171,52;223,85;0
00000000000000000033;4823;416;503995,35;252;0
00000000000000000034;4823;539;710722,16;22323,78;0
00000000000000000035;4823;904;493628,07;148,09;0
00000000000000000036;4823;911;233660,12;70,1;0
00000000000000000037;4823;855;386273,67;115,88;0
00000000000000000038;4823;855;248103,66;74,43;0
00000000000000000039;4823;2289;127822,33;38,35;0
00000000000000000040;4823;855;1163524,2;36546,3;0
00000000000000000041;4823;4083;409097,61;122,73;0
00000000000000000042;4823;904;445403,3;133,62;0
00000000000000000043;4823;855;1134294,4;340,29;0
00000000000000000044;4823;2322;744404,95;744,4;0
00000000000000000045;4823;855;889309,69;889,31;1
00000000000000000046;4823;235;1149519,07;36106,39;1
00000000000000000047;4823;668;145962,54;43,79;0
00000000000000000048;4823;1575;843216,66;252,96;0
00000000000000000049;4823;270;21108,96;6,33;0
00000000000000000050;4823;537;321895,17;9656,86;0
00000000000000000001;4825;2984;157090,45;47,13;0
00000000000000000002;4825;1575;162880,78;5231,73;0
00000000000000000003;4825;316;151675,19;45,5;0
00000000000000000004;4825;2187;188331,12;56,5;0
00000000000000000005;4825;2272;19490,38;5,85;0
00000000000000000006;4825;2346;42721,86;64,08;0
00000000000000000007;4825;812;196460,53;294,69;0
00000000000000000008;4825;855;174744,2;52,42;0
00000000000000000009;4825;4144;478152,46;956,3;0
00000000000000000010;4825;4716;168930,62;50,68;0
00000000000000000011;4825;885;63314,45;18,99;0
00000000000000000012;4825;3914;220824,46;110,41;0
00000000000000000013;4825;454;156924,3;47,08;0
00000000000000000014;4825;3322;38844,35;11,65;0
00000000000000000015;4825;4065;155221,43;155,22;0
00000000000000000016;4825;1910;208387,8;62,52;0
00000000000000000017;4825;1649;97459,22;29,24;0
00000000000000000018;4825;2405;221134,14;1758,02;26
00000000000000000019;4825;2855;305201,81;1068,21;0
00000000000000000020;4825;1500;167782,73;50,33;0
00000000000000000021;4825;83;120096,91;36,03;0
00000000000000000022;4825;369;76931,18;23,08;0
00000000000000000023;4825;812;198506,34;59,55;0
00000000000000000024;4825;904;210884,24;210,88;0
00000000000000000025;4825;65;112161,32;33,65;0
00000000000000000026;4825;904;271424,92;81,43;0
00000000000000000027;4825;619;348021,77;104,41;0
00000000000000000028;4825;4711;40621,89;12,19;0
00000000000000000029;4825;36;297954,56;89,39;0
00000000000000000030;4825;2405;158899,53;47,67;0
00000000000000000031;4825;2186;148822,7;148,82;0
00000000000000000032;4825;4078;173185,65;51,96;0
00000000000000000033;4825;1564;239746,72;479,49;0
00000000000000000034;4825;281;101032,66;30,31;0
00000000000000000035;4825;3322;56421,65;16,93;0
00000000000000000036;4825;4408;296444,64;148,22;0
00000000000000000037;4825;3958;220463,74;220,46;0
00000000000000000038;4825;465;233722,95;70,12;0
00000000000000000039;4825;1649;107613,03;527,3;7
00000000000000000040;4825;921;305068,74;457,6;0
00000000000000000041;4825;539;199970,74;22016,78;0
00000000000000000042;4825;1649;242473,31;727,42;26
00000000000000000043;4825;4711;117388,34;35,22;0
00000000000000000044;4825;1003;325016,99;325,02;0
00000000000000000045;4825;1500;152661,23;45,8;0
00000000000000000046;4825;2981;150945,17;4528,36;0
00000000000000000047;4825;2757;153321,87;46;0
00000000000000000048;4825;65;89288,67;26,79;0
00000000000000000049;4825;3314;126303,47;126,3;0
00000000000000000050;4825;4144;253094,33;75,93;0
00000000000000000001;4826;2984;74645,54;22,39;0
00000000000000000002;4826;2881;149690,68;44,91;0
00000000000000000003;4826;1450;116195,78;174,29;0
00000000000000000004;4826;440;183461,35;275,19;0
00000000000000000005;4826;1057;191565,24;57,47;0
00000000000000000006;4826;2881;209480,29;62,84;0
00000000000000000007;4826;4063;139543,05;683,76;0
00000000000000000008;4826;2272;158412,58;47,52;0
00000000000000000009;4826;369;148448,26;44,53;0
00000000000000000010;4826;904;105216,52;31,56;0
00000000000000000011;4826;2272;143275,36;214,91;0
00000000000000000012;4826;2405;115706,17;115,71;0
00000000000000000013;4826;369;182475,86;91,24;0
00000000000000000014;4826;3057;91613,42;27,48;0
00000000000000000015;4826;4408;178761,45;53,63;0
00000000000000000016;4826;429;104012,68;31,2;0
00000000000000000017;4826;4836;116428,75;34,93;0
00000000000000000018;4826;1340;33382;10,01;0
00000000000000000019;4826;454;176286,8;52,89;0
00000000000000000020;4826;879;52159,48;15,65;0
00000000000000000021;4826;2272;130351,9;39,11;0
00000000000000000022;4826;419;96893,66;29,07;0
00000000000000000023;4826;2097;127916,99;38,38;0
00000000000000000024;4826;345;185602,52;55,68;0
00000000000000000025;4826;2888;82904,3;24,87;0
00000000000000000026;4826;4988;178693,14;53,61;0
00000000000000000027;4826;2475;153651,45;76,83;0
00000000000000000028;4826;3397;139208,29;1475,61;0
00000000000000000029;4826;3808;261169,31;652,92;0
00000000000000000030;4826;3852;126117,74;37,84;0
00000000000000000031;4826;3611;150460,34;45,14;0
00000000000000000032;4826;4033;105420,13;31,63;0
00000000000000000033;4826;4906;171884,93;51,57;0
